Serial Number,License Type Code,License Class Code,Certificate Number,Premise Name,DBA,Premise Address,Premise Address 2,Premise Zip,License Issued Date,License Expiration Date,Method of Operation,Days/Hours of Operation,Other
3013105,OP,252,917125,MARBREW INC,MARKET ST BREWING CO & RESTAURANT,63 65 W MARKET ST,Not Available,14830,4/13/20,5/31/22,RESTAURANT SERVING BEER CIDER WINE LIQUOR & CIDER,Not Available,Not Available
1319827,OP,252,889823,CARA JECM LLC,MAD MORTON,13-15 MORTON ST,AKA 47 7TH ST S,10014,1/21/20,12/31/21,RESTAURANT SERVING LIQUOR WINE BEER AND CIDER,Sunday  Wednesday 11:30 AM-12AM Thursday  Saturday 11:30 AM-1AM 7th Ave entrance/exit,Recorded Music Permitted and No Dancing
1183204,AX,122,909908,LARKFIELD IGA LLC,Not Available,301 CLAY PITTS RD,LARKFIELD ROAD,11731,11/6/18,11/30/21,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
1181509,AX,122,909186,A A A GROCERY CORP,A A A GROCERY CORP,69 19 BEACH CHANNEL DRIVE,Not Available,11692,10/18/18,11/30/21,GROCERY SELLING BEER CIDER AND WINE COOLER PRODUCTS,Not Available,Not Available
2132038,OP,252,922266,BROTHERS TRATTORIA INC,BROTHERS TRATTORIA,465 MAIN STREET,TELLER AVE & TIORAND ST,12508,6/15/20,7/31/22,RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,Not Available,Not Available
2210655,DX,126,915572,WALGREEN EASTERN CO INC,WALGREENS STORE #19732,4 MAIN ST,Not Available,12154,4/2/19,1/31/22,DRUG STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
2216722,OP,252,897444,RED SAMURAI STEAK HOUSE INC,Not Available,8562 SENECA TPKE,Not Available,13413,10/29/19,9/30/21,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,Recorded Music,Not Available
1312198,OP,252,889530,MALYNSTOSS LLC,NIGHTSHADE,451 MEEKER AVE,Not Available,11222,11/13/19,10/31/21,BAR/TAVERN SERVING LIQUOR WINE BEER AND CIDER,Not Available,Recorded music no dancing
1294440,OP,252,922485,EL NUEVO SANDY RESTAURANT INC,Not Available,2261 2ND AVE,Not Available,10035,6/24/20,6/30/22,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,CB11 Stips:  Mo-Sa 8am-4am Su 8am-2am,No Outdoor seating.
2190908,WS,308,911733,COCKERELL WINE CONSULTING LLC,COQUEREL FAMILY WINE ESTATES,1721 PARTRICK RD,Not Available,94558,12/20/18,12/31/21,OUT OF STATE DIRECT SHIPPER,Not Available,Not Available
1288688,RW,341,841379,TACO BLVD CORP,BURRITO BLVD,98 MINEOLA BLVD,Not Available,11501,10/24/19,10/31/21,RESTAURANT SERVING BEER CIDER & WINE ONLY,Not Available,RECORDED MUSIC
1267020,L,222,910151,MICKEY'S WINE & LIQUOR INC,Not Available,396 ROCKAWAY AVE,Not Available,11581,11/19/18,11/30/21,LIQUOR STORE SELLING LIQUOR AND WINE,Not Available,Not Available
2193719,OP,252,922369,K & K HOLDINGS EXECUTIVE LOUNGE INC,EXECUTIVE LOUNGE,108 JAY ST,Not Available,12305,6/18/20,3/31/22,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,Not Available,Recorded Music additional bar
1312854,AX,122,903511,ALL STAR DELI & GROCERY CORP,Not Available,1525 YORK AVE,Not Available,10028,11/5/18,10/31/21,GROCERY STORE SELLING BEER AND WINE PRODUCTS,Not Available,Not Available
1291361,RW,341,842183,J & R CASTILLO CORP,LAS DELICIAS II,895 N WELLWOOD AVE,Not Available,11757,4/6/20,4/30/22,RESTAURANT SERVING BEER CIDER AND WINE ONLY,Not Available,Recorded Music
2129456,WS,308,909895,FOXEN VINEYARDS INC,Not Available,7200 FOXEN CANYON RD,Not Available,93454,11/6/18,12/31/21,OUT OF STATE DIRECT SHIPPER,Not Available,Not Available
3164276,RW,341,798458,HOGAN'S EATERY LLC,Not Available,14 W MAIN ST,Not Available,14551,5/5/20,4/30/22,RESTAURANT SERVING BEER WINE AND CIDER,Recorded/Live Music,Not Available
2215841,AX,122,917510,DMMTA ENTERPRISES INC,KWIK MART,10 OAKLAND AVE,10 1/2 OAKLAND AVE,10990,5/17/19,4/30/22,GROCERY STORE SELLING BEER CIDERAND WINE PRODUCTS,Not Available,Not Available
1324625,RW,341,836299,CARIDAD WILLIAMSBRIDGE CORP,Not Available,1436 WILLIAMSBRIDGE RD,Not Available,10461,7/2/20,6/30/22,RESTAURANT SERVING WINE BEER AND CIDER,CB10 Stips: Sun-Sat 10:00am through 10:00 pm,Recorded Music Permitted No Dancing and Use of Outdoor Space is Prohibited
1292701,AX,122,914577,MARKET MONTAUK CORP THE,THE MARKET MONTAUK,541 W LAKE DR,Not Available,11954,4/10/19,5/31/22,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
1291988,AX,122,914227,PD MARIO 3 DELI GROCERY INC,Not Available,579 BROOKLYN AVE,Not Available,11203,3/21/19,2/28/22,GROCERY STORE SELLING BEER AND WINE PRODUCTS,Not Available,Not Available
3160937,AX,128,912529,SPEEDWAY LLC,EXPRESS MART #327/SPEEDWAY #9933,910 HANSHAW RD,Not Available,14850,1/10/19,1/31/22,GROCERY STORE SELLING BEER CIDER & WINE PRODUCTS,Not Available,Not Available
1230263,AX,122,913050,FIVE STAR FOOD MART NY INC,Not Available,131 07 MERRICK BLVD,FARMERS AND MERRICK BOUEVARDS,11434,2/1/19,2/28/22,GROCERY STORE SELLING BEER CIDER WINE PROD,Not Available,Not Available
2217498,OP,252,910685,EAST COVE LAKE GEORGE LLC,EAST COVE RESTAURANT,3873 ROUTE 9L,Not Available,12845,12/16/19,11/30/21,RESTAURANT SERVING LIQUOR BEER WINE AND CIDER,Not Available,Recorded Music
2210600,HL,242,916763,LONG VIEW LODGE LLC,Not Available,681 DEERLAND RD,Not Available,12847,3/30/20,5/31/22,HOTEL SERVING LIQUOR WINE BEER & CIDER,Not Available,Recorded DJ live music Licensed: deck patio porch yard
1290492,OP,252,913464,BAHAMA BREEZE HOLDINGS LLC,BAHAMA BREEZE #3053,612 SMITH HAVEN MALL,Not Available,11755,12/6/19,12/31/21,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,Not Available,Licensed patio; Recorded music
1174842,OP,252,922087,INNERMEN INC,HOLBROOKS BACK PORCH,1259 GRUNDY AVENUE,TERRY AVENUE & CLARTSE BLVD,11741,6/8/20,5/31/22,TAVERN SERVING BEER WINE LIQUOR & CIDER,Not Available,Not Available
2217054,A,128,915808,DOLGEN NEW YORK LLC,DOLLAR GENERAL STORE #19634,16 PINE ST,Not Available,13754,6/18/19,5/31/22,GROCERY STORE SELLING BEER AND CIDER,Not Available,Not Available
2131178,WS,308,912386,MICHAEL TALTY,TALTY WINERY,7127 DRY CREEK RD,Not Available,95448,1/2/19,12/31/21,OUT OF STATE DIRECT SHIPPER,Not Available,Not Available
1273520,OP,252,917456,EL POBLANO MEXICAN REST INC,EL POBLANO MEXICAN RESTAURANT,239 CENTRAL AVE,Not Available,10606,5/4/20,5/31/22,RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,Not Available,Not Available
2214664,AX,122,910758,DELAWARE ST 2016 INC,A & A MART,155 TOMPKINS ST,Not Available,13045,2/12/19,1/31/22,GROCERY STORE SELLING BEER AND WINE PRODUCTS,Not Available,Not Available
2209469,AX,128,909462,7 ELEVEN INC,SUNOCO A PLUS #40493H,7392 UTICA BLVD,Not Available,13367,10/26/18,10/31/21,GROCERY STORE SELLING BEER CIDER & WINE PRODUCTS,Not Available,Not Available
1291886,OP,252,915437,ANABLE BASIN SAILING INC,Not Available,440 44TH DR,Not Available,11101,2/18/20,2/28/22,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,Not Available,BACKGROUND MUSIC ONLY
1005846,A,122,913458,AYMAN MUSA EISHEH,10 AVENUE DELI GROCERY EXPRESS,561 17TH STREET,Not Available,11215,2/25/19,2/28/22,GROCERY STORE SELLING BEER & CIDER,Not Available,Not Available
2601448,L,222,912612,SEAWAY ENTERPRISES INC,CLAYTON WINE & SPIRITS,501 STATE ST,JOHN ST AND JAMES ST,13624,1/14/19,2/28/22,LIQUOR STORE SELLING WINE AND LIQUOR,Not Available,Not Available
1108113,OP,252,924090,INN CREDIBLE CATERERS VII AT THE HAMPTONS LLC,MEGHANS SALOON,688 MONTAUK HWY,Not Available,11976,7/16/20,7/31/22,RESTAURANT SERVING LIQUOR WINE BEER & CIDER,Not Available,Not Available
1292151,RW,341,842485,LUCKY 38 NOODLE HOUSE INC,MAIN NOODLE HOUSE,1011 6TH AVE,Not Available,10018,7/22/20,6/30/22,RESTAURANT SERVING BEER CIDER AND WINE ONLY,Not Available,Not Available
2202266,OP,252,914438,NICHOLS FOOD SERVICES LLC,Not Available,1004 RTE 146A,Not Available,12065,1/21/20,2/28/22,GOLF COURSE SERVING BEER CIDER WINE AND LIQUOR,Not Available,Licensed Patio
3152039,OP,252,924153,MKUHLS INC,WALLSTREET,330 EAST AVE,Not Available,14607,7/20/20,7/31/22,RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,Not Available,Not Available
3138343,OP,252,917462,DODROPIN LLC,DRESDEN HOTEL,76 MAIN ST,Not Available,14441,5/4/20,5/31/22,RESTAURANT SERVING LIQUOR WINE CIDER AND BEER,Not Available,Hotel Catering Facility Juke Box
1245534,AX,122,919836,EASTSIDE GAS INC,Not Available,1890 PARK AVENUE,Not Available,10035,7/19/19,7/31/22,GAS STATION/CONVENIENCE STORE WINE BEER & CIDER,Not Available,Not Available
3136134,OP,252,912131,WILLIAM S POWNALL,FREWSBURG LANES,18 W MAIN ST P O BOX 581,Not Available,14738,10/21/19,10/31/21,TAVERN SERVING BEER CIDER WINE AND LIQUOR,Not Available,Not Available
1193951,RW,341,840627,SAKURA JAPANESE RESTAURANT 3118 INC,Not Available,3118 AVENUE U,E 31ST /E 32ND ST,11229,7/31/19,9/30/21,RESTAURANT SERVING BEER CIDER AND WINE,Not Available,Not Available
1248930,OP,252,912137,PUBLICK PIZZA CORP,BARBONCINO,781 FRANKLIN AVENUE,Not Available,11238,10/22/19,10/31/21,RESTAURANT SERVING LIQUOR BEER CIDER & WINE,bar/tavern restaurant pizzeria,Live & Recorded music
3000709,AX,128,907522,UNITED REFINING CO OF PA,KWIK FILL #M0070,1781 FOOTE AVE EXT,Not Available,14701,8/10/18,10/31/21,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
1230502,OP,252,912969,ELONIS RESTAURANT INC,LANDMARK DINER,1027 NORTHERN BLVD,Not Available,11576,11/21/19,11/30/21,ON PREMISES LIQUOR BEER CIDER WINE,Not Available,Not Available
3111240,OP,252,912966,LIZBINE ENTERPRISES LLC,BYRON HOTEL,6874 BYRON HOLLEY RD,INTERSECTION OF RTS 262 & 237,14422,11/21/19,11/30/21,TAVERN RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,Not Available,Not Available
2209221,OP,252,913897,SURF CITY ENTERPRISES OF SYRACUSE INC,ORANGE CRATE BREWING COMAPANY,731 S CROUSE AVE,Not Available,13210,12/27/19,1/31/22,BAR TAVERN SERVING BEER CIDER WINE AND LIQUOR,Not Available,DJ/Juke Box Music; Patron Dancing; Licensed Yard
2209475,AX,128,909516,7 ELEVEN INC,SUNOCO A PLUS #40430H,3009 RTE 50,Not Available,12866,10/26/18,10/31/21,GROCERY STORE SELLING BEER CIDER & WINE PRODUCTS,Not Available,Not Available
1306816,OP,252,922222,TOWN STAGES LLC,Not Available,221 W BROADWAY,Not Available,10013,6/12/20,4/30/22,BAR SERVING LIQUOR WINE BEER & CIDER,FB Stips: Close-Sun-Thur 11PM Fri-Sat 1AM,Not Available
2200926,OP,252,911612,FIRE & ICE SPORTS BAR AND GRILL LLC,FIRE & ICE SPORTS BAR AND GRILL,614 RIVER RD,Not Available,13901,10/3/19,9/30/21,BAR/TAVERN SERVING BEER CIDER WINE AND LIQUOR,Licensed Deck,Ice rink
2210715,DX,126,915580,WALGREEN EASTERN CO INC,WALGREENS STORE #19818,957 CURRY RD,Not Available,12306,4/2/19,1/31/22,DRUG STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
2213466,AX,122,849350,SAMRA & SINGH CONVENIENCE INC,PARK CIRCLE CONVENIENCE,203-211 NORTH ST,Not Available,10940,10/22/18,9/30/21,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
2159245,L,222,918881,SCHANZ WINE & SPIRITS INC,Not Available,402 4TH ST,Not Available,12189,6/12/19,7/31/22,LIQUOR STORE SELLING WINE LIQUOR,Not Available,Not Available
2190109,AX,122,914851,1250 SELKIRK INC,THE CORNER MARKET,1250 RTE 9W,Not Available,12158,4/24/19,5/31/22,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
1113406,A,122,912677,L I C STAR INC,Not Available,47 15 11TH STREET,10TH & 11TH STREET,11101,1/16/19,1/31/22,GROCERY STORE SELLING BEER & CIDER,Not Available,Not Available
1308760,TW,344,926732,MURRAY'S CHEESE LLC,MURRAY'S CHEESE,254 BLEECKER ST,Not Available,10014,5/20/20,5/31/22,BAR/TAVERN SERVING WINE BEER AND CIDER,CB2 Stips: Open 8AM daily. Ground fl. closes 9PM Cellar closes 12AM,Background music only no outside areas no TV's no dancing no promoted events.
1140981,AX,122,903179,TONY'S JAMAICA MARKET CORP,Not Available,94 20 SUTPHIN BLVD,Not Available,11435,7/27/18,9/30/21,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
1199051,WW,303,919332,KINGS ACTION GROUP CORP,Not Available,4100 1ST AVE UNIT A,Not Available,11232,6/26/19,6/30/22,WHOLESALE WINE,Not Available,Not Available
1289439,AX,122,910105,MAPLE DELI & GROCERY LLC,Not Available,100 LINDEN ST,Not Available,10701,11/14/18,12/31/21,GROCERY STORE BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
1291251,A,122,911510,VINEYARD DELI GROCERY CORP,Not Available,31 VINEYARD AVE,Not Available,10703,12/14/18,1/31/22,GROCERY STORE SELLING BEER AND CIDER,Not Available,Not Available
2190823,WS,308,911489,J RICKARDS WINERY LLC,J RICKARDS WINERY,24505 CHIANTI RD,Not Available,95425,12/14/18,12/31/21,Not Available,Not Available,Not Available
2201654,AX,128,910464,SPEEDWAY LLC,SPEEDWAY #07854,411 REYNOLDS RD,Not Available,12828,11/29/18,1/31/22,GROCERY STORE SELLING BEER CIDER & WINE PRODUCTS,Not Available,Not Available
1318552,TW,344,923322,LILI AND CATA LLC,Not Available,72 GREENPOINT AVE,Not Available,11222,3/16/20,2/28/22,BAR/TAVERN SERVING BEER CIDER AND WINE,Not Available,Recorded Music
1272599,OP,252,913343,184 KENT AVENUE INC,LA NONNA RISTORANTE BAR ENOTECA,184 KENT AVE,NE CORNER STORE,11211,12/4/19,11/30/21,RESTAURANT SERVING LIQUOR BEER CIDER AND WINE,Not Available,Not Available
1167793,OP,252,912026,741 MAIN INC,RYAN'S,741 E MAIN STREET,CRN MAIN STREET & ASPEN,11754,10/18/19,10/31/21,TAVERN SERVING BEER CIDER WINE AND LIQUOR,Not Available,Not Available
1273510,RW,341,840651,EAT LEXINGTON 87 LLC,ELI'S ESSENTIALS,1291 LEXINGTON AVE,Not Available,10028,8/2/19,9/30/21,RESTAURANT SERVING BEER CIDER AND WINE,Sun-Thurs 7am - 12am  Fri/Sat 7am - 1am,No outdoor space
2216432,RW,341,836131,SALERNO 1919 LLC,POMO D'ORO PIZZA CAFE,6 HAVILAND RD,Not Available,12528,11/5/19,10/31/21,RESTAURANT SERVING BEER WINE AND CIDER,Not Available,Recorded Music; Licensed Sidewalk Cafe & Patio
2608376,OP,252,922584,LIBERTY LANES BOWLING RESORT LLC,LUCKY SHOTS,9660 MILL ST,Not Available,13316,6/29/20,4/30/22,RESTAURANT/BAR SERVING BEER WINE CIDER AND LIQUOR,Not Available,Outdoor area
1200714,BB,253,922982,STIRLING HOUSE BED & BREAKFAST LTD,STIRLING HOUSE BED & BREAKFAST,104 BAY AVE,CARPENTER ST,11944,7/14/20,7/31/22,BED AND BREAKFAST SERVING BEER WINE AND LIQUOR CIDER,Not Available,Not Available
2218010,OP,252,910788,GIGIS ON THE RIVER LLC,Not Available,1878 RTE 9,Not Available,12944,1/28/20,12/31/21,RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,Not Available,Not Available
2211245,DX,126,911861,WALGREEN EASTERN CO INC,WALGREENS STORE #17466,173 FAIRVIEW AVE,Not Available,12534,12/26/18,1/31/22,DRUG STORE SELLING BEER CIDER & WINE PRODUCTS,Not Available,Not Available
2607991,L,222,913920,BLACK RIVER WINE & SPIRITS INC,BLACK RIVER WINE & SPIRITS,835 BLACK RIVER BLVD,LINDEN ST & GARDEN ST,13440,3/8/19,4/30/22,LIQUOR STORE SELLING WINE AND LIQUOR,Not Available,Not Available
1211881,RW,341,841221,GOLDEN PALACE GOURMET INC,LIAO NING RESTAURANT,140 09 CHERRY AVE,Not Available,11355,10/10/19,10/31/21,RESTUARANT SERVING WINE CIDER & BEER,Not Available,No Music or Dancing
3144986,AX,122,911413,ROBO ENTERPRISES NORTH LLC,Not Available,435 CENTRAL AVE,Not Available,14048,12/13/18,12/31/21,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
1275274,OP,252,913958,HOUSE OF HEALTH HEALING AND HAPPINESS INC THE,CARAVAN OF DREAMS,405 E 6TH ST,Not Available,10009,12/31/19,12/31/21,SU - FR 11A - 11P    SA 11A - 12A,Recorded  and Live Music,No DJ's  promoted or scheduled events
1288235,L,222,918308,SEN ROOSEVELT AVENUE LIQUORS INC,SEN ROOSEVELT WINE & LIQUOR,111-11 ROOSEVELT AVE,Not Available,11368,5/24/19,5/31/22,LIQUOR STORE SELLING LIQUOR & WINE,Not Available,Not Available
2185326,OP,252,924528,99 WEST LLC,99 RESTAURANT,3073 ROUTE 50,Not Available,12866,7/29/20,7/31/22,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,Not Available,Recorded Music/Live Music
2121259,OP,252,915214,E & T TRENNES INC,SHAMROCK TAVERN,247 MAIN STREET,ACADEMY & MAILLER AVENUE,12518,2/10/20,2/28/22,TAVERN SERVING BEER WINE CIDER AND LIQUOR,Not Available,Not Available
1271317,OP,252,923463,MORELIA MEXICAN RESTAURANT INC,MADE IN MEXICO,3950 10TH AVE,STORE #2,10034,9/18/20,6/30/22,RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,FB Stips: 12:30am Closing Daily,FB Stips: Background Music Only
1323317,OP,252,890049,NO 1 CALLE 191 PESCADERIA INC,NO 1 CALLE 191 PESCADERIA,1609 ST NICHOLAS AVE,STORE 4,10040,7/16/20,6/30/22,RESTAURANT SERVING LIQUOR WINE BEER AND CIDER,Not Available,Recorded Music and No Dancing
1288502,OP,252,912527,OFF CUTS LLC,QUALITY EATS,19 GREENWICH AVE,Not Available,10014,11/6/19,11/30/21,RESTAURANT SERVING LIQUOR WINE CIDER AND BEER,CB2 Stips: Su -Th 11am to 12:30am Fr - Sa 11am to 2am Sidewalk Cafe close 11 pm,Sidewalk Cafe; Recorded Music Permitted No Dancing No DJ All doors & windows must be closed by 9pm daily
1185246,A,122,914513,THYME DELI GROCERY INC,Not Available,1550 MEADOWBROOK ROAD,BRIDGE STREET & WASHINGTON AVE,11566,4/8/19,5/31/22,GROCERY STORE SELLING BEER & CIDER,Not Available,Not Available
1265901,AX,122,910216,H & M CANDY AND GROCERY CORP,Not Available,3010 BROADWAY,Not Available,11106,11/23/18,11/30/21,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
2211837,OP,252,924028,CROQUEMBOUCHE LLC,LE PERCHE,230 WARREN ST,Not Available,12534,7/15/20,7/31/22,RESTAURANT SERVING: BEER CIDER WINE & LIQUOR,Not Available,Recorded Music Outdoor Licensed Patio
1308684,CL,243,916201,GRACE HALL LTD,Not Available,7 OLD ALBANY POST RD,Not Available,10562,3/11/20,3/31/22,CLUB SERVING BEER WINE CIDER AND LIQUOR,Members only,Recorded/Live/Juke Box Music; Patron Dancing
1306635,OP,252,913483,570 E FORDHAM RD FOOD SERVICE CORP,Not Available,570 E FORDHAM RD,Not Available,10458,12/6/19,1/31/22,RESTAURANT SERVING LIQUORWINE BEER AND CIDER,Not Available,Not Available
2213057,LL,203,908495,ROCCO J TESTANI INC,Not Available,29 PHELPS ST,STE 100,13901,11/21/18,10/31/21,WHOLESALER SELLING WINE AND LIQUOR,Not Available,Not Available
3153539,FW,302,919409,CASTEL GRISCH MANAGEMENT LLC,CASTEL GRISCH,3380 COUNTY RTE 28,Not Available,14891,6/28/19,7/31/22,FARM WINERY,Not Available,Not Available
1278049,OP,252,924811,O SOLE MIO LLC,O SOLE MIO,2194C NESCONSET HWY,Not Available,11790,8/7/20,7/31/22,RESTAURANT SERVING BEER WINE AND LIQUOR CIDER,Not Available,Recorded and Live Music DJ Jukebox Karaoke
2214891,CM,110,795644,AUSABLE BREWING COMPANY LLC,AUSABLE BREWING COMPANY,765 MACE CHASM RD,Not Available,12944,6/4/19,7/31/22,COMBINED CRAFT MANUFACTURER,Farm Brewer Serial #2196597,Microbrewer Serial #2214890
1278125,OP,252,922587,PCPG LLC,VITE-VINOSTERIA,31-05 34TH ST,Not Available,11106,6/29/20,6/30/22,RESTAURANT SERVING BEER WINE LIQUOR & CIDER,Not Available,Recorded Music
1262045,OP,252,922044,HONEY RYDER LLC,KINGSTON HALL,147 149 2ND AVE,Not Available,10003,6/3/20,5/31/22,RESTAURANT SERVING BEER WINE LIQUOR & CIDER,SU: 12p-1a M-F 1p-4a  SA 12p-4a,Ambient recorded music only  food served within 1 hr of closing
1305283,C,103,934263,QUEENS BEVERAGE DEPOT INC,BEVERAGE DEPOT,166-01 NORTHERN BLVD,Not Available,11358,9/4/20,10/31/21,WHOLESALE BEER (BEVERAGE CENTER),Not Available,Not Available
1293514,AX,128,915006,TARGET CORPORATION,TARGET STORE T-1108,98 VETERANS MEMORIAL HWY,Not Available,11725,4/29/19,5/31/22,GROCERY STORE SELLING BEER WINE PRODUCTS & CIDER,Not Available,Not Available
1273722,RW,341,841457,IL GNOCCHI RESTAURANT CORP,IL GNOCCHI RESTAURANT,118 E 116TH ST,EAST STORE,10029,11/5/19,11/30/21,RESTAURANT SERVING BEER CIDER AND WINE,Not Available,Not Available
1028256,OP,252,911809,RAME LLC,NAPLES,200A PARK AVENUE,Not Available,10166,10/11/19,10/31/21,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,Not Available,Not Available
2196053,OP,252,922766,D N B REALTY LLC,SMOKY ROCK BBQ,6367 MILL ST,Not Available,12572,7/3/20,7/31/22,RESTAURANT SERVING LIQUOR WINE CIDER & BEER,Not Available,Live & Recorded Music; No Dancing
2130018,WS,308,910231,GEORGE ORR HENDRY,HENDRY RANCH WINERY,3104 REDWOOD RD,Not Available,94558,11/26/18,12/31/21,OUT OF STATE DIRECT SHIPPER,Not Available,Not Available
1243555,OP,252,922132,ELM STREET RESTAURANT LLC,SOUTHAMPTON SOCIAL CLUB,256 ELM STREET,Not Available,11968,6/10/20,6/30/22,RESTAURANT SERVING BEER WINE LIQUOR & CIDER,Not Available,licensed porch and lawn
3163638,OP,252,897190,JOSEPH R VECCHIO,PIZONOS BAR & GRILL,6638 HARDSCRABBLE RD,Not Available,14748,3/18/20,2/28/22,RESTAURANT SERVING BEER CIDER WINE AND LIQUOR,DJ Jukebox Karaoke & Live Music,Patron Dancing; Licensed Patio
1287573,AX,122,909278,EXPRESS GROCERY & DELI CORPORATION,Not Available,25 BEAVER ST,Not Available,11206,10/24/18,12/31/21,GROCERY STORE SELLING BEER CIDER AND WINE PRODUCTS,Not Available,Not Available
1304714,OP,252,927612,NY ROMANTICOS INC,ROMANTICOS,76-07 ROOSEVELT AVE,Not Available,11372,10/9/20,1/31/22,RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,FB Stips: 12:30am closing daily background music only,Not Available
1312268,AX,122,903584,TWINS GROCERY & DELI CORP THE,THE TWINS GROCERY & DELI,50 HERRIOT ST,Not Available,10701,11/26/18,10/31/21,GROCERY STORE SELLING BEER CIDER & WINE PRODUCTS,Not Available,Not Available
3109482,AX,128,910033,WAL-MART STORES EAST LP,WAL-MART SUPERCENTER #2859,2150 CHILI AVE,Not Available,14624,11/8/18,12/31/21,GROCERY STORE SELLING BEER CIDER & WINE PRODUCTS,Not Available,Not Available
1306247,OP,252,912863,IMMIGRANT TAP ROOM INC,THE IMMIGRANT TAP ROOM,341 E 9TH ST,WEST STORE,10003,11/19/19,11/30/21,BAR/TAVERN SERVING LIQUOR WINE BEER AND CIDER,CB3 Stips: Su-Th 6pm-1am; Fr/Sa 6pm-2am  Facade doors/windows closed 10pm,CB3 Stips: No outdoor area Happy Hr until 6pm Ambient Backround music only
3162505,A,128,915718,DOLGEN NEW YORK LLC,DOLLAR GENERAL STORE #16178,7067 BIG TREE RD,Not Available,14525,5/31/19,4/30/22,GROCERY STORE SELLING BEER AND CIDER,Not Available,Not Available
2208665,OP,252,909477,AR YOUNGEST BROTHER ITALIAN INC,YOUNGEST BROTHER,310 ROBINSON AVE,Not Available,12550,8/26/19,9/30/21,RESTAURANT SERVING BEER WINE CIDER AND LIQUOR,Not Available,Licensed Patio; Recorded/Live/DJ/Juke Box music
